Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Std,BB_Upper,BB_Lower
2026-02-02,78688.765625,79258.609375,74551.3359375,76968.875,75140589684,88557.97890625,88954.961875,84231.80471812961,87168.95328274836,22.16357365720893,-2937.1485646187502,-1511.843510541841,-1425.3050540769093,88557.97890625,5737.392638179515,100032.76418260904,77083.19362989097
2026-02-03,75633.546875,79118.8515625,72897.140625,78693.5078125,68249110822,87493.18984375,88739.2371875,82908.99581918659,86314.47873402627,23.27328187948204,-3405.482914839682,-1890.5713914014093,-1514.9115234382728,87493.18984375,6068.563308880129,99630.31646151026,75356.06322598975
2026-02-04,73019.703125,76864.65625,71779.9296875,75640.09375,67215363944,86366.615625,88442.7515625,81387.56617392712,85329.68054076507,17.62789024960054,-3942.114366837952,-2300.879986488718,-1641.234380349234,86366.615625,6565.014347226461,99496.64431945293,73236.58693054708
2026-02-05,62702.09765625,73161.5546875,62353.53515625,73016.375,125509410908,84725.4646484375,87973.918359375,78512.8787096691,83653.56329006025,12.305687778794493,-5140.6845803911565,-2868.840905269206,-2271.8436751219506,84725.4646484375,8082.315273653868,100890.09519574523,68560.83410112976
2026-02-06,70555.390625,71681.3046875,60074.203125,62704.453125,114674259489,83498.2380859375,87675.776015625,77288.64977356615,82683.32827783356,28.12378404384107,-5394.678504267402,-3374.008425068845,-2020.6700791985568,83498.2380859375,8285.029358147161,100068.29680223182,66928.17936964317
2026-02-07,69281.96875,71611.1484375,67364.4453125,70553.796875,62347107663,82280.6150390625,87299.347734375,76056.85269301751,81690.63497947551,27.563531255254233,-5633.782286457994,-3825.963197346675,-1807.819089111319,82280.6150390625,8503.560659185676,99287.73635743385,65273.49372069114
2026-02-08,70264.7265625,72206.90625,68852.8984375,69283.7265625,39721722619,81166.1716796875,86937.762265625,75165.75636524559,80844.27139303288,30.8745383924108,-5678.515027787289,-4196.473563434798,-1482.041464352491,81166.1716796875,8546.800380275492,98259.77244023848,64072.57091913652
2026-02-09,70120.78125,71369.96875,68291.03125,70243.328125,52081598792,80256.6654296875,86567.742890625,74389.6063475155,80049.93878984526,27.91444351621027,-5660.33244232976,-4489.24533921379,-1171.0871031159695,80256.6654296875,8712.717635591822,97682.10070087115,62831.230158503866
2026-02-10,68793.9609375,70464.265625,67913.09375,70137.390625,40593063077,79227.5154296875,86173.821796875,73528.73782289773,79216.16265263449,25.574967362844546,-5687.424829736759,-4728.881237318385,-958.5435924183748,79227.5154296875,8793.982191873853,96815.4798134352,61639.55104593979
2026-02-11,66991.96875,69242.6796875,65757.3046875,68791.859375,49671946030,78103.9912109375,85765.381171875,72523.08104245193,78310.6668079949,24.369499280706407,-5787.585765542972,-4940.622142963302,-846.9636225796694,78103.9912109375,8852.763031513243,95809.51727396398,60398.46514791102
2026-02-12,66221.84375,68339.4921875,65092.109375,66992.1953125,44651071271,76939.8896484375,85337.578828125,71553.65992053624,77415.19843332861,26.750105281256452,-5861.5385127923655,-5124.805416929115,-736.7330958632501,76939.8896484375,8805.447720089805,94550.7850886171,59328.99420825789
2026-02-13,68857.84375,69382.8359375,65835.78125,66213.375,40820775886,75927.2451171875,84970.040859375,71138.91897122297,76781.3203086376,31.664854724104785,-5642.401337414631,-5228.324601026218,-414.0767363884124,75927.2451171875,8491.058166920155,92909.36145102781,58945.12878334719
2026-02-14,69767.625,70481.1640625,68706.6171875,68856.984375,36012397645,75087.0154296875,84619.364765625,70927.95066795789,76261.7873228126,38.05061176390203,-5333.836654854706,-5249.427011791917,-84.40964306278875,75087.0154296875,8209.009956575857,91505.03534283921,58668.99551653578
2026-02-15,68788.1875,70939.2890625,68052.546875,69764.953125,40191152750,74113.0677734375,84239.085390625,70598.75633442591,75708.18733593759,38.7485138912512,-5109.431001511679,-5221.427809735869,111.99680822419032,74113.0677734375,7702.894525188753,89518.856823815,58707.27872306
2026-02-16,68843.15625,70067.234375,67301.5859375,68782.3984375,33618145426,73100.0970703125,83859.231796875,70328.664013745,75199.66651475703,35.82109283427606,-4871.00250101203,-5151.3427479911015,280.3402469790717,73100.0970703125,6920.304547017625,86940.70616434775,59259.487976277254
2026-02-17,67494.21875,69201.8671875,66615.28125,68843.09375,34866936040,72015.5794921875,83466.353359375,69892.59551163038,74628.8926062565,37.6725146752397,-4736.297094626119,-5068.333617318105,332.03652269198574,72015.5794921875,5889.838306082985,83795.25610435348,60235.90288002154
2026-02-18,66425.3203125,68434.4296875,65845.8984375,67488.0234375,33094301643,71108.7662109375,83026.257109375,69359.16855791802,74021.22058449675,39.52207625706881,-4662.0520265787345,-4987.0772991702315,325.025272591497,71108.7662109375,5213.929842226186,81536.62589538987,60680.90652648512
2026-02-19,66957.5234375,67277.125,65637.4296875,66425.625,31492987019,70250.2095703125,82615.231015625,68989.68469323832,73497.98375879329,59.81300514652008,-4508.299065554966,-4891.321652447179,383.02258689221344,70250.2095703125,4288.841785899,78827.8931421105,61672.525998514495
2026-02-20,68005.421875,68269.03125,66452.484375,66958.578125,47507867304,69719.4248046875,82200.699765625,68838.25964427857,73091.12732295675,41.42993677400382,-4252.8676786781725,-4763.630857693378,510.7631790152054,69719.4248046875,3830.7718168188703,77380.96843832525,62057.88117104976
2026-02-21,68003.765625,68657.703125,67533.0703125,68000.25,18357635642,69270.8908203125,81761.881171875,68709.87594900496,72714.28571570068,45.30259650621822,-4004.409766695724,-4611.786639493847,607.3768727981233,69270.8908203125,3442.046137855717,76154.98309602393,62386.79854460107
2026-02-22,67659.390625,68235.2265625,67185.6015625,67998.828125,17893536012,68719.4220703125,81303.005234375,68548.26282223496,72339.84904231544,39.954005980307045,-3791.586220080484,-4447.746555611175,656.1603355306906,68719.4220703125,2644.9968867319826,74009.41584377647,63429.428296848535
2026-02-23,64616.73828125,67668.4296875,63924.4375,67668.4296875,50953457309,68168.581640625,80767.07015625,67943.41289285266,71767.766763718,32.65432039493494,-3824.353870865336,-4323.068018662007,498.71414779667066,68168.581640625,2246.4305132258573,72661.44266707671,63675.72061417328
2026-02-24,64080.04296875,64992.15625,62553.1875,64616.015625,40849331086,67721.5986328125,80171.019921875,67349.04828914456,71198.30574186852,34.365758666141204,-3849.257452723963,-4228.305905474398,379.048452750435,67721.5986328125,2115.9723855784773,71953.54340396945,63489.65386165555
2026-02-25,67960.125,69953.53125,63942.484375,64077.76953125,53629234355,67984.5,79655.641796875,67443.06009081463,70958.4405017301,52.82200234552016,-3515.3804109154735,-4085.7208065626137,570.3403956471402,67984.5,1755.4217635481732,71495.34352709635,64473.656472903655
2026-02-26,67453.7734375,68843.3515625,66523.734375,67954.8671875,42988597523,67829.419140625,79178.556171875,67444.708297997,70698.83553400935,53.64693382524358,-3254.127236012355,-3919.402092452562,665.2748564402073,67829.419140625,1650.1961033444938,71129.811347314,64529.02693393602
2026-02-27,65881.796875,68220.40625,64946.03515625,67456.515625,40283655942,67659.410546875,78675.649609375,67204.26038676669,70342.01785556422,40.597551385509426,-3137.7574687975284,-3763.073167721556,625.3156989240274,67659.410546875,1667.7288384484505,70994.8682237719,64323.95286997811
2026-02-28,66995.859375,67714.5234375,63062.21875,65878.9296875,42041497112,67495.9671875,78205.304765625,67172.19869264873,70094.1542644113,41.354548179339275,-2921.955571762577,-3594.8496485297605,672.8940767671834,67495.9671875,1555.354487859836,70606.67616321967,64385.25821178033
2026-03-01,65738.1015625,68162.8203125,65076.73046875,67005.8828125,40733141929,67276.833203125,77712.333828125,66951.56836493354,69771.48369389935,40.648793527154616,-2819.9153289658134,-3439.862784616971,619.9474556511577,67276.833203125,1472.6180178942136,70222.06923891343,64331.59716733658
2026-03-02,68775.8515625,70044.0,65303.13671875,65734.078125,56698092052,67275.927734375,77271.301640625,67232.2273184053,69697.73316564756,49.82555686137612,-2465.5058472422534,-3244.9913971420274,779.485549899774,67275.927734375,1471.6413283664517,70219.2103911079,64332.6450776421
2026-03-03,68293.6484375,69232.890625,66237.6171875,68785.078125,47947999049,67341.01171875,76813.314765625,67395.5228751891,69593.72688948848,52.16946721937089,-2198.204014299379,-3035.633920573498,837.4299062741188,67341.01171875,1487.1243888809577,70315.26049651191,64366.76294098808
2026-03-04,72710.578125,74051.8046875,67437.40625,68290.5625,75073101274,67665.4484375,76361.090703125,68213.22368285232,69824.60475878563,64.43387472496244,-1611.3810759333137,-2750.783351645461,1139.4022757121475,67665.4484375,1884.7555023826699,71434.95944226535,63895.93743273466
2026-03-05,72804.890625,73521.203125,71834.2265625,72729.2734375,66425786368,67862.80078125,75878.601953125,68919.63398164426,70045.36667480151,63.70388693304116,-1125.732693157246,-2425.7732199478182,1300.0405267905721,67862.80078125,2196.969961670694,72256.74070459139,63468.860857908614
